issue_id,framework,date,short_url,title,prevented_at_compile_time,user_dollar_loss,notes,label
AGNO-004,agno,2025-05,#3421,Pass filters for traditional RAG,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). PR merged Jun 2 2025 by @dirkbrnd, authored by @kausmeows. Bug: add_references=True (traditional RAG path) was not threading knowledge_filters through to vector search, while the agentic-RAG path did. RAG filtering correctness bug, not a cost mechanism. No token amplification, no infinite loop, no cost-observability failure documented. Even if wider unfiltered retrieval consumes more tokens than necessary, no documented cost incident or quantification.",S1
ATGN-009,autogen,2024-11,#4172,Logging metrics for agents,,,"paper:bf; closed completed Jun 14 2025 by @victordibia citing model_usage and OTEL support as the resolution. Filed Nov 14 2024 by @fniedtner (Microsoft, AutoGen team member) documenting v0.4 cost-observability regression vs v0.2: lost client.total_usage_summary and planner.client.actual_usage_summary fields, plus 5 other metrics (conversation history, LLM call count, latency, token counts, agent interaction count, payload). @ekzhu self-assigned and retitled twice; triaged through 0.4.0 -> 0.4.1 -> 0.4.x milestones for 7 months. Eventually closed citing OTEL infrastructure and model_usage field; companion issue #4835 (ATGN-010) for cost-and-cached-tokens specifically remained open. Documents M-cost-observability as a v0.2 -> v0.4 regression-during-major-version-bump narrative.",bf
ATGN-010,autogen,2024-12,#4835,Model Costs and Cached Tokens,,,"paper:bu; OPEN as of Mar 2026. Filed Dec 27 2024 by @Leon0402 (Contributor) documenting that v0.4 RequestUsage dataclass lacks cost and cached-tokens fields that v0.2 had. @ekzhu engaged immediately: ""yes, it is important. We are planning to address this after the 0.4.0. For now, lets targeting 0.4.1 for this one. #4769 and #4719 must be resolved before tackling this one."" Triaged 0.4.1 -> 0.4.x. March 2025: user @qanelph reports finding workaround via total_usage() from model_client; @ekzhu confirms ""Token counting for Claude is not supported yet."" August 2025: @JAS-JPG volunteered; @ekzhu accepted with expanded scope (also track SelectorGroupChatManager and MagenticGroupChatManager LLM calls). Linked PR #7273 (Feb 2026) has not merged. Distinct M-cost-observability sub-mechanism from ATGN-006 (TaskResult-level), ATGN-008 (model-table-level), ATGN-009 (regression overall): specifically about costs-in-dollars and cached-tokens as missing fields. Cross-cutting comment by @lamira-the-human references ATXP transport-layer mitigation, corroborating the layered-taxonomy framing in paper Section 6.",bu
ATGN-011,autogen,2025-02,#5620,Observability (epic/parent issue),,,"SKIPPED for paper after URL verification (S7 roadmap-doc-not-incident). Filed Feb 19 2025 by @jackgerrits as an epic/parent issue: ""There are a number of related issues around this overall topic, using this as the parent issue. We need to improve the tracking of usage and cost of models."" Lists 4 sub-issues including #4835 (ATGN-010) and #4719 (ATGN-006). The epic itself is a meta-tracking issue without specific incident or mechanism documentation. Same shape as AGPT-003 which we skipped earlier. Maintainer framing is real but already captured in the underlying paper-tagged sub-issues; adding ATGN-011 as a row would double-count.",S7
ATGN-012,autogen,2025-02,#5590,Outputs in docs are outdated as summary is not printed out by default,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). Filed Feb 18 2025 by @thinkall (Collaborator); closed via PR #5720 by @victordibia Feb 26 2025. Bug: documented Console output shows token-usage summary by default but in scripts/notebooks the summary requires output_stats=True. @ekzhu acknowledged: ""The doc output is outdated. To turn on set output_stats=True in Console. There is bug in the stats for group chat. #4719"" - the underlying stats-for-group-chat bug is ATGN-006 (already paper-tagged). The ATGN-012 issue itself is documentation-stale, not cost-mechanism failure.",S1
ATGN-013,autogen,2024-12,#4750,"Define AgentEvent, rename tool call messages to events",,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). PR merged Dec 19 2024 by @ekzhu, resolves #4533. Pure type-system refactor: introduces AgentEvent type, renames tool-call messages to events. Referenced in ATGN-006 thread as adjacent architectural change but its own scope is naming/structure only. No cost mechanism.",S1
ATGN-014,autogen,2024-12,#4768,Fix tracking SelectorGroupChat tokens with new Message type,,,"SKIPPED for paper after URL verification (S2 duplicate-of-existing). Exploratory PR by @gziz Dec 20 2024, closed by author same day to consolidate discussion in #4771 (ATGN-015). Author body: ""The below changes are not meant to be merged but rather are here to open a discussion about how to correctly track the token usage for the calls that occur internally to some agents/teams such as the SelectorGroupChat."" Same mechanism scope as paper-tagged ATGN-006 (#4719); ATGN-006 holds this slot in the catalog.",S2
ATGN-015,autogen,2024-12,#4771,Track SelectorGroupChat token usage with new Message type,,,"SKIPPED for paper after URL verification (S2 duplicate-of-existing). Exploratory PR by @gziz Dec 20 2024 proposing UsageEvent message type; closed without merge by @jackgerrits Feb 26 2025: ""I am going to go ahead and close this as I think we need to take a holistic look at cost tracking and will overhaul it."" Discussion between @gziz, @husseinmozannar, @ekzhu about implementation approach. Same mechanism gap as paper-tagged ATGN-006 (#4719); jackgerrits quote essentially overlaps with ekzhu framing in ATGN-010.",S2
ATGN-016,autogen,2025-03,#6000,BaseGroupChat ignore_unhandled_exceptions kwarg mismatch,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). GitHub Discussion (not Issue) filed Mar 19 2025 by @yaoyanglee documenting API/version-skew bug: BaseGroupChat passes ignore_unhandled_exceptions=False to SingleThreadedAgentRuntime.__init__ but user runtime version does not accept that kwarg. @ekzhu response: pure environment/version issue, not a cost mechanism.",S1
ATGN-017,autogen,2025-03,#5800,Save/Load in .NET AgentChat,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). Filed Mar 4 2025 by @lokitoth (Member); closed Mar 14 2025 via PRs #5841 and #5855. .NET feature implementation issue for save/load APIs in AgentChat.NET. No cost mechanism, no incident, no documented spend or amplification.",S1
AIDR-008,aider,2025-01,#2842,Feature request: search the web via searx google and/or jina ai,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). Web-search feature request by @KUKARAF Jan 12 2025: requesting /search action to query searx/google/jina. Not budget-related. Issue OPEN, low engagement, no maintainer response on cost angle.",S1
AIDR-009,aider,2025-03,#3471,claude code /compact command,,,"paper:fr; OPEN as of Sep 2025. Filed Mar 9 2025 by @kanishkaverma requesting Aider implement claude-code /compact command. Maintainer @paul-gauthier initial response (Mar 11 2025): ""Aider already automatically compacts/summarizes the conversation periodically"" - a ""by-design""-style framing. Community pushed back: @paralin ""I think adding a manual /compact makes sense rather than doing it automatically so that the user can pick better checkpoints""; @luca-ing (May 2 2025) quotable: ""recently Ive often bumped into Claudes context limit on longer, elaborate sessions. If this happens I feel like I have no other choice than to start over, perhaps in the middle of a gnarly refactoring."" After 6 weeks of stale-bot threats and community bumps, @paul-gauthier re-tagged as enhancement Apr 28 2025. M-context-amplification mechanism: users hit context limits, lose work, want manual compaction control. Cross-framework signal: same /compact feature is the cause of CCDE-001 ($235 burn from claude-code compaction-loop) and the requested-but-missing mitigation here.",fr
AIDR-011,aider,2025-05,#4012,fix: base coder not ignoring gitignore if --file is used,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). PR by @ujisati May 13 2025, closed by author same day. Fixes base_coder gitignore handling when --file flag is used. Not cost-related.",S1
AIDR-012,aider,2025-01,#2934,Does Aider support removing the thinking content of previous replies,,,"SKIPPED for paper after URL verification (S2 duplicate-of-existing). Filed Jan 21 2025 by @Mushoz; closed Jan 27 2025 by @paul-gauthier as duplicate of #3008: ""This looks like a dup of #3008."" Same M-reasoning-token-leak mechanism as paper-tagged AIDR-006 (DeepSeek-R1 hidden-token consumption); maintainer-confirmed duplicate. Question about removing <thinking> tags from multi-turn R1 conversations to reduce context.",S2
AIDR-013,aider,2025-02,#3245,refactor: Update editor discovery to handle environment variables,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). PR by @devriesd Feb 14 2025, closed unmerged same day. Refactor to handle EDITOR/VISUAL environment variables for the /editor command. Not cost-related.",S1
AIDR-014,aider,2024-09,#1789,Uncaught AttributeError in sendchat.py line 30,,,"SKIPPED for paper after URL verification (S2 duplicate-of-existing; also S1 wrong-failure-class). Filed Sep 28 2024 by @faroucksc; closed same day by @paul-gauthier as duplicate of #1414. Stack trace shows AttributeError in retry decorator: module litellm.llms.anthropic has no attribute AnthropicError - pure litellm version-mismatch/API change, not a cost mechanism.",S2
AIDR-015,aider,2024-12,#2567,Fixed /chat-mode architect no description,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). PR by @reecelikesramen Dec 9 2024, closed unmerged Dec 10 2024 by @paul-gauthier (""I will fix this up with different text, thanks""). Fixes display of ""No description"" text for editor-diff and editor-whole modes in /chat-mode listing. UI text fix, not cost-related.",S1
AIDR-016,aider,2025-03,#3678,Uncaught UnboundLocalError in repo.py line 302,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). Filed Mar 30 2025 by @cristibctr; closed Mar 31 2025 by @paul-gauthier with same-day fix tagged priority. UnboundLocalError in repo.py line 302 caused by upstream IndexError in git tree-walking (gitpython library). Pure git-handling bug, not cost mechanism.",S1
AIDR-017,aider,2025-09,#4500,Uncaught LookupError in core.py line 305,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). Filed Sep 3 2025 by @jhf. Stack trace: LookupError ""unknown encoding: hex"" in codecs.encode(os.urandom(16), ""hex"") inside diskcache library used for repomap caching. Python compatibility bug (hex codec removed); not cost mechanism. Issue OPEN as of Sep 2025 but mechanically a tagging/encoding bug not budget overrun.",S1
CCDE-003,claude-code,2025-06,#2546,False Capability Claims and Immediate Self-Contradiction,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class; also S2 duplicate-of-existing). Filed Jun 24 2025 by @SDS-Mike; closed Aug 21 2025 by github-actions bot as duplicate of #1360. Documents Claude Code making confident false statements about own capabilities (file access, conversation history). Self-knowledge/hallucination issue, not cost mechanism.",S1
CCDE-004,claude-code,2025-07,#3287,Memory Insertion Corrupts Entire claude.md File Content,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). Filed Jul 10 2025 by @mkamrans; auto-closed Jan 5 2026 as not planned. Claude Codes # annotation feature for adding memory deletes the rest of CLAUDE.md content and replaces with ""[remaining content has not changed]"" placeholder. Real bug with multiple sibling issues (#4451 750-line deletion, #5128 truncation, #4590 overwrite, #2655 deletion, #7787 deliberate deletion of spec) but mechanism is memory-file-corruption not cost overrun. Forces users to lose work but the loss dimension is human-time not API-spend.",S1
CCDE-006,claude-code,2025-07,#2891,Hooks not executing despite following documentation,,,"SKIPPED for paper after URL verification (S1 wrong-failure-class). Filed Jul 3 2025 by @grahama1970; closed Jan 15 2026 by @dicksontsai with workaround pointing to CLAUDE_PROJECT_DIR docs. Long thread Jul 2025 -> Jan 2026 with sibling issues #5093, #5307, #5648, #6403, #6876, #7905, #8388, #10098, #12172, #13572. PreToolUse/PostToolUse hooks dont fire automatically despite valid configuration. Hook-execution bug, not cost mechanism.",S1
